    [17138521] = {['id']=17138521, ['name']="GateSentry", ['index']=857, ['level']=75},
    [17137838] = {['id']=17137838, ['name']="RockEater", ['index']=174, ['level']=32},
    [17137840] = {['id']=17137840, ['name']="Coppercap", ['index']=176, ['level']=42},
    [17137839] = {['id']=17137839, ['name']="Coppercap", ['index']=175, ['level']=41},
    [17137871] = {['id']=17137871, ['name']="GoblinChapman", ['index']=207, ['level']=71},
    [17137834] = {['id']=17137834, ['name']="Coppercap", ['index']=170, ['level']=43},
    [17137730] = {['id']=17137730, ['name']="Vulture", ['index']=66, ['level']=17},
    [17137721] = {['id']=17137721, ['name']="Vulture", ['index']=57, ['level']=15},
    [17137719] = {['id']=17137719, ['name']="TunnelWorm", ['index']=55, ['level']=11},
    [17137718] = {['id']=17137718, ['name']="TunnelWorm", ['index']=54, ['level']=12},
    [17137720] = {['id']=17137720, ['name']="WalkingSapling", ['index']=56, ['level']=13},
    [17137722] = {['id']=17137722, ['name']="Vulture", ['index']=58, ['level']=16},
    [17137716] = {['id']=17137716, ['name']="RiverCrab", ['index']=52, ['level']=18},
    [17137725] = {['id']=17137725, ['name']="Vulture", ['index']=61, ['level']=15},
    [17137724] = {['id']=17137724, ['name']="Vulture", ['index']=60, ['level']=17},
    [17137723] = {['id']=17137723, ['name']="WalkingSapling", ['index']=59, ['level']=14},
    [17137717] = {['id']=17137717, ['name']="RiverCrab", ['index']=53, ['level']=17},
    [17137709] = {['id']=17137709, ['name']="WalkingSapling", ['index']=45, ['level']=13},
    [17138485] = {['id']=17138485, ['name']="SolitaryAnt", ['index']=821, ['level']=0},
    [17137708] = {['id']=17137708, ['name']="WalkingSapling", ['index']=44, ['level']=12},
    [17137706] = {['id']=17137706, ['name']="TunnelWorm", ['index']=42, ['level']=10},
    [17137707] = {['id']=17137707, ['name']="TunnelWorm", ['index']=43, ['level']=12},
    [17137710] = {['id']=17137710, ['name']="TunnelWorm", ['index']=46, ['level']=10},
    [17137711] = {['id']=17137711, ['name']="TunnelWorm", ['index']=47, ['level']=11},
    [17137712] = {['id']=17137712, ['name']="WalkingSapling", ['index']=48, ['level']=14},
    [17137713] = {['id']=17137713, ['name']="WalkingSapling", ['index']=49, ['level']=13},
    [17137715] = {['id']=17137715, ['name']="WalkingSapling", ['index']=51, ['level']=12},
    [17137700] = {['id']=17137700, ['name']="HugeSpider", ['index']=36, ['level']=38},
    [17138469] = {['id']=17138469, ['name']="AlliedEnsign", ['index']=805, ['level']=0},
    [17137697] = {['id']=17137697, ['name']="HugeSpider", ['index']=33, ['level']=37},
    [17137696] = {['id']=17137696, ['name']="HugeSpider", ['index']=32, ['level']=37},
    [17137695] = {['id']=17137695, ['name']="HugeSpider", ['index']=31, ['level']=37},
    [17137690] = {['id']=17137690, ['name']="OrnerySheep", ['index']=26, ['level']=26},
    [17137691] = {['id']=17137691, ['name']="OrnerySheep", ['index']=27, ['level']=28},
    [17137693] = {['id']=17137693, ['name']="HugeSpider", ['index']=29, ['level']=37},
    [17137692] = {['id']=17137692, ['name']="HugeSpider", ['index']=28, ['level']=36},
    [17137694] = {['id']=17137694, ['name']="OrnerySheep", ['index']=30, ['level']=28},
    [17137687] = {['id']=17137687, ['name']="OrnerySheep", ['index']=23, ['level']=28},
    [17137688] = {['id']=17137688, ['name']="OrnerySheep", ['index']=24, ['level']=28},
    [17137689] = {['id']=17137689, ['name']="OrnerySheep", ['index']=25, ['level']=26},
    [17137701] = {['id']=17137701, ['name']="HugeSpider", ['index']=37, ['level']=36},
    [17137683] = {['id']=17137683, ['name']="HugeSpider", ['index']=19, ['level']=37},
    [17137681] = {['id']=17137681, ['name']="HugeSpider", ['index']=17, ['level']=38},
    [17137682] = {['id']=17137682, ['name']="HugeSpider", ['index']=18, ['level']=35},
    [17137676] = {['id']=17137676, ['name']="OrnerySheep", ['index']=12, ['level']=27},
    [17137678] = {['id']=17137678, ['name']="OrnerySheep", ['index']=14, ['level']=28},
    [17137677] = {['id']=17137677, ['name']="OrnerySheep", ['index']=13, ['level']=28},
    [17137679] = {['id']=17137679, ['name']="OrnerySheep", ['index']=15, ['level']=25},
    [17137703] = {['id']=17137703, ['name']="HugeSpider", ['index']=39, ['level']=35},
    [17137686] = {['id']=17137686, ['name']="OrnerySheep", ['index']=22, ['level']=28},
    [17137675] = {['id']=17137675, ['name']="OrnerySheep", ['index']=11, ['level']=27},
    [17137672] = {['id']=17137672, ['name']="HugeSpider", ['index']=8, ['level']=37},
    [17137670] = {['id']=17137670, ['name']="HugeSpider", ['index']=6, ['level']=38},
    [17137671] = {['id']=17137671, ['name']="HugeSpider", ['index']=7, ['level']=37},
    [17137673] = {['id']=17137673, ['name']="DingBats", ['index']=9, ['level']=26},
    [17137674] = {['id']=17137674, ['name']="DingBats", ['index']=10, ['level']=26},
    [17137684] = {['id']=17137684, ['name']="DingBats", ['index']=20, ['level']=26},
    [17137685] = {['id']=17137685, ['name']="DingBats", ['index']=21, ['level']=28},
    [17137698] = {['id']=17137698, ['name']="DingBats", ['index']=34, ['level']=28},
